	Endodermis	Trichoblast	Columella	Phloem Pole Pericycle	Metaphloem & Companion Cell	Cortex	Lateral Root Cap	Atrichoblast	Xylem Pole Pericycle	Procambium	Protoxylem	Metaxylem	Protophloem
AT1G02750	0.13484564	0.06172048	0.059635922	0.12654093	0.0831636	0.062055666	0.05455386	0.047567856	0.10740076	0.069149144	0.049592793	0.03929654	0.079598814
AT1G02770	0.00034107512	0.0	0.026690941	0.0	0.0	0.0005849816	0.0021834327	0.0	9.0905996e-05	0.0	0.0	0.0	0.0
AT1G02780	1.6746733	1.9635569	1.7389636	1.9417405	2.0498009	1.20256	2.7226105	1.5697702	3.0848446	2.0830486	1.1869627	3.135668	1.8497325
AT1G02810	0.01880372	0.02328226	0.17538758	0.017323067	0.0068435366	0.08915568	0.38404974	0.20629497	0.0036762126	0.046302944	0.016389547	0.04462888	0.018909153
AT1G02813	0.058830515	0.0	0.0	0.0	0.0	0.001385433	0.0023209269	0.0018127472	0.0	0.0	0.0009606769	0.0	0.0
AT1G02816	0.25613305	0.27698913	0.17420754	0.14738306	0.09511368	0.5066441	0.22511522	0.43461838	0.14475678	0.13570388	0.04846271	0.11141242	0.079219595
AT1G02820	0.0028133844	0.0	0.0	0.0	0.0	0.0027069827	0.0008513337	0.0022505056	0.00029208508	0.0	0.001060418	0.0	0.0
AT1G02840	0.30906898	0.3070401	0.47061914	0.19875224	0.26074314	0.28873232	0.58215415	0.34771404	0.28962025	0.21824451	0.25378233	0.36547446	0.19626652
AT1G02850	0.013141677	0.008160629	0.0068688304	0.012776758	0.006669188	0.23231362	0.0071320096	0.0071315756	0.0048716743	0.022226855	0.0065488233	0.0	0.0
AT1G02860	0.00939217	0.016803209	0.22006707	0.005771689	0.011437158	0.05993829	0.12564074	0.018658685	0.021593107	0.113159664	0.5110484	0.02433846	0.0
AT1G02870	0.10208781	0.04610912	0.1320695	0.11769833	0.064120695	0.060738433	0.30656147	0.121651545	0.20102805	0.1495872	0.011946616	0.30701753	0.029045003
AT1G02880	0.17290898	0.20148005	0.6867297	0.09135145	0.09782136	0.30154425	0.4064565	0.32717815	0.09270184	0.10052221	0.07427378	0.092641406	0.06814055
AT1G02890	0.056896295	0.062344052	0.1866688	0.04603249	0.076335266	0.066529185	0.112257995	0.1153257	0.042843495	0.05880686	0.04917557	0.012658137	0.048944585
AT1G02900	1.7349157	0.12799826	0.04842916	0.42782333	0.111018136	0.7598641	0.032019977	0.5817392	0.5041082	0.5626925	0.30788752	0.038260132	0.076666296
AT1G02910	0.1390683	0.025758358	0.09490933	0.09250147	0.06392727	0.08553235	0.11224694	0.063573994	0.11253832	0.09560952	0.058754813	0.06177666	0.034259837
AT1G02920	0.0015189492	0.0058853123	0.2774219	0.009182292	0.016315537	0.009217824	0.03200625	0.040059365	0.00043671892	0.008710017	0.008533148	0.0064734137	0.0
AT1G02930	0.014161956	0.0061401394	0.25645378	0.013182589	0.022949666	0.054851186	0.038955186	0.1547453	0.010586074	0.015865365	0.01776297	0.0	0.019986292
AT1G02950	0.0	0.00012541401	0.0	0.0	0.0027609093	0.0	0.0009071505	0.0	0.0015559159	0.0	0.007908529	0.01095245	0.68438274
AT1G02960	0.06907826	0.06309382	0.06325786	0.07818599	0.04973024	0.051122572	0.08620363	0.06544118	0.05654298	0.065150656	0.10968133	0.11808491	0.12869668
AT1G02970	0.023015538	0.006550014	0.021755863	0.0074245003	0.0058571836	0.009348598	0.026412515	0.010031519	0.01005017	0.006399366	0.01042467	0.026093753	0.0
AT1G02980	0.016978899	0.0052770544	0.0033363015	0.018560631	0.016555248	0.004417407	0.0029812178	0.0051718866	0.03986885	0.05224323	0.0043646735	0.017470779	0.0062534134
AT1G02990	0.05016492	0.077141196	0.112737566	0.039563302	0.00992479	0.051952068	0.07965756	0.0730703	0.028986322	0.027622107	0.045097407	0.02408785	0.04644535
AT1G03000	0.009987365	0.0013136823	0.026743285	0.014284517	0.0042963433	0.023469599	0.023917444	0.014819311	0.016646726	0.022864819	0.019864336	0.045716166	0.062711865
AT1G03010	0.00047739662	0.0014255085	0.0	0.0	0.0016934266	0.0	0.0013881358	0.0004980445	0.0025878546	0.067497835	0.11842807	0.43042493	0.0
AT1G03030	0.07757408	0.067323565	0.10918157	0.09586827	0.05569861	0.06451054	0.14544776	0.08109443	0.095625564	0.0319994	0.031776525	0.08759219	0.018447906
AT1G03040	0.5982066	0.030302692	0.23482269	0.44316033	0.5377401	0.32850593	0.20403975	0.06464106	0.5973922	0.413835	0.04862174	0.14175859	0.09599939
AT1G03060	0.11433425	0.3292054	0.16506663	0.04579321	0.05660278	0.17350923	0.17658061	0.2807078	0.05747219	0.070065625	0.09567235	0.0843508	0.08795993
AT1G03070	0.0056306142	0.0074930843	0.20388153	0.010850368	0.05526578	0.007422498	0.2561948	0.0106507065	0.021705352	0.019767212	0.481941	0.0056467056	0.1919443
AT1G03080	0.45181793	0.33154738	0.55424535	0.26693013	0.21451984	0.4885563	0.3151329	0.5900063	0.23329337	0.2522275	0.6851135	0.1971073	0.27716833
AT1G03090	0.11913055	0.09675502	0.06435847	0.15175804	0.05726202	0.123509504	0.08235317	0.10373402	0.12758997	0.09112552	0.3233185	0.04665998	0.030143851
AT1G03100	0.0033019022	0.0034715591	0.0	0.0050553125	0.0	0.0063689086	0.0032794033	0.0017710374	0.0017235382	0.0010038541	0.014292697	0.0	0.0
AT1G03106	0.0028348556	0.013324633	0.0059085134	0.0	0.0	0.000771697	0.00080229767	0.00037758469	0.0	0.0011377115	0.007802259	0.0	0.0
AT1G03110	0.039984375	0.022019451	0.020476287	0.018136427	0.01720643	0.016748784	0.08570358	0.041991025	0.054598145	0.022412166	0.011080334	0.07720351	0.0
AT1G03120	0.0017690527	0.0	0.00075545453	0.0025643662	0.006716864	0.0059666964	0.010975377	0.0017065033	0.0019882775	0.00076994917	0.007984395	0.0	0.0
AT1G03130	0.011041821	0.008925421	0.0	0.009816462	0.03055468	0.01072265	0.01772384	0.008638875	0.017534338	0.010613879	0.0055938223	0.0011339454	0.0
AT1G03140	0.28050563	0.25958097	0.34526783	0.2564396	0.1985709	0.1908768	0.27347267	0.18601625	0.28436404	0.21842751	0.18974344	0.24857695	0.20828563
AT1G03150	0.22120278	0.28493944	0.19805166	0.22089225	0.29953873	0.2063404	0.2982563	0.22596005	0.2877485	0.17878903	0.18660119	0.39130583	0.22324067
AT1G03160	0.008082843	0.0053427783	0.0146760475	0.02071191	0.0123044625	0.011033003	0.02291179	0.0030428548	0.020951048	0.040423974	0.0023915807	0.0011339454	0.020090444
AT1G03170	0.0009320805	0.00033063177	0.0018251671	0.0015239383	0.00812318	0.0009970368	0.0	0.0	0.00024868638	0.0029050054	0.0	0.0	0.03364965
AT1G03180	0.021650568	0.035372224	0.025009865	0.021776943	0.010256474	0.019492174	0.0665879	0.022940088	0.04103004	0.024671268	0.02530446	0.030003043	0.0
AT1G03190	0.027051	0.010676644	0.06823313	0.030491851	0.015158305	0.015071884	0.05818562	0.02541455	0.024320092	0.017295176	0.002384812	0.021298945	0.018336073
AT1G03200	0.010019085	0.03168719	0.05381611	0.009756257	0.03127831	0.010224856	0.0303589	0.03173055	0.0051719025	0.012013959	0.0076860706	0.0	0.038374446
AT1G03210	0.1411929	0.058772974	0.14074478	0.028751612	0.053435348	0.22126846	0.16488498	0.12679784	0.031814363	0.040397406	0.010526215	0.045387894	0.018240951
AT1G03220	0.5990094	0.8009611	2.9440062	0.2973737	0.29996264	1.4010558	2.3841386	1.7280598	0.45896617	0.58227676	0.2569884	0.35329384	0.24642973
AT1G03230	0.105187386	0.14585294	1.7127683	0.033587478	0.06431915	0.482935	1.5810736	0.4926702	0.06447754	0.088886105	0.06576158	0.04246273	0.061156396
AT1G03240	0.0010894709	0.0012764087	0.010471194	0.0012041983	0.0033771398	0.0	0.004584416	0.0002182848	0.0	0.0	0.0011553317	0.0	0.008831794
AT1G03250	0.14892827	0.117030546	0.10287453	0.14039662	0.09603511	0.103784285	0.15305486	0.12213404	0.14376196	0.107128754	0.12028786	0.20127901	0.17442265
AT1G03260	0.118731014	0.17947346	0.1734029	0.091907896	0.052849848	0.1068491	0.23984513	0.15503578	0.07293489	0.097474255	0.13044368	0.12406856	0.1862338
AT1G03270	0.0029154855	0.0016482347	0.07636671	0.00686598	0.008636815	0.014926721	0.08730522	0.011695276	0.00775317	0.009953697	0.0	0.015120147	0.0
AT1G03280	0.13698643	0.07169173	0.1191547	0.11059014	0.11106103	0.123650916	0.11281044	0.09202807	0.08744276	0.10236599	0.09103934	0.14402853	0.1350845
AT1G03290	0.11335862	0.12251324	0.24626632	0.118737124	0.080866165	0.096866034	0.15888943	0.16368291	0.09937124	0.09472382	0.03790977	0.046745393	0.07297415
AT1G03310	0.008635696	0.00012339695	0.017984979	0.0022322072	0.004209006	0.005671444	0.01371282	0.0034234694	0.00911048	0.0011334305	0.003227586	0.0	0.017845588
AT1G03330	0.27596933	0.2719847	0.23634374	0.22978471	0.3278875	0.23602524	0.3120638	0.24516964	0.36211917	0.24600782	0.07393427	0.30728826	0.22653668
AT1G03350	0.3012163	0.24998571	0.11658822	0.19232094	0.27527836	0.26282537	0.22194308	0.23336029	0.21849363	0.23563486	0.49964163	0.30767894	0.4666345
AT1G03360	0.04036696	0.007829093	0.042070918	0.015386014	0.0028730647	0.029519757	0.12516469	0.060286786	0.03530181	0.008911723	0.0088443495	0.022428568	0.0
AT1G03365	0.058795363	0.06076344	0.058932226	0.09046173	0.07570419	0.062869035	0.09435786	0.06089937	0.06295773	0.04939372	0.04272265	0.017037418	0.09206366
AT1G03370	0.06303667	0.23580118	0.21280569	0.017499676	0.02798678	0.13130663	0.13975272	0.320707	0.03202463	0.033230755	0.028971298	0.02827465	0.025467716
AT1G03380	0.025839996	0.04439084	0.053381465	0.020267645	0.011602931	0.05106456	0.023894498	0.045928143	0.020835815	0.035141304	0.02448231	0.01869274	0.0
AT1G03400	0.002708844	0.0015478565	0.008078804	0.0030111803	0.0	0.00123716	0.0019722083	0.0012901557	0.0021613026	0.0	0.0	0.0	0.0
AT1G03410	0.014558441	0.030074384	0.015629172	0.026271552	0.25231382	0.03203189	0.20732075	0.23076156	0.013188052	0.022425149	0.006258552	0.0	0.043244924
AT1G03430	0.07298981	0.008115605	0.03883202	0.028453553	0.06880118	0.023494117	0.043836776	0.022146912	0.024536546	0.019167101	0.0065796166	0.06966591	0.02627707
AT1G03440	0.045377027	0.0	0.0013465725	0.0024075296	0.054944783	0.0026240202	0.0031668013	0.0021101928	0.0057702973	0.00066165143	0.008250414	0.010653204	0.07559404
AT1G03445	0.0059790793	0.0	0.0	0.0028882637	0.03191389	0.0	0.0	0.00043434143	9.563148e-05	0.0041425363	0.085031204	0.0	0.0
AT1G03457	0.14105156	0.10199953	0.016696207	0.03413459	0.06941476	0.16453752	0.045661945	0.1299641	0.019832114	0.07607258	0.002788799	0.012169321	0.022338524
AT1G03470	0.0047664526	0.000104176586	0.013450071	0.0069720545	0.0009251231	0.008360004	0.037761725	0.011388282	0.009282888	0.00015189608	0.0012483454	0.0	0.016146975
AT1G03475	0.14908093	0.09600495	0.10376398	0.23831877	0.11267616	0.13448967	0.12150623	0.10169477	0.23509476	0.13442421	0.050000273	0.1303413	0.22125025
AT1G03495	0.0001784658	0.0010439232	0.009678871	0.0	0.0	0.0005838368	0.0078160055	0.0022552193	0.0011347334	0.0020585663	0.0	0.0	0.0
AT1G04193	0.0	0.0005225119	0.0	0.0	0.0	0.0	0.0023520521	0.0	0.0013824813	0.0001999638	0.00796408	0.0	0.0
AT1G03502	0.00026599393	0.000114070885	0.0	0.0033265064	0.0	0.0016220383	0.0012975219	0.0008829166	0.003087411	0.0036790522	0.0	0.0	0.0
AT1G03510	0.0017537476	0.00077349343	0.0016398231	0.0043467823	0.0055855657	0.00089940877	0.0063404795	0.0014191469	0.0013022869	0.00066695834	0.0011842094	0.0	0.0
AT1G03520	0.023289276	0.042961	0.040141217	0.060530897	0.0147835035	0.037432205	0.038312312	0.037018877	0.014419504	0.01965236	0.08196355	0.037971172	0.040995102
AT1G03530	0.01789669	0.00616648	0.007853779	0.005852523	0.0049767857	0.005418237	0.022486128	0.019845966	0.0071723294	0.0033414222	0.0	0.0067247637	0.0
AT1G03540	0.0016435516	0.0038041705	0.0028761383	0.0	0.008481186	0.0011655361	0.00356549	0.00090421556	0.000505024	0.00050948333	0.0	0.0	0.0
AT1G03550	0.0085410355	0.29058856	0.04696379	0.012351049	0.023228064	0.011356337	0.02116571	0.015821675	0.015614746	0.011190973	0.020835008	0.0076625803	0.035846904
AT1G03545	0.0	0.0022898593	0.0	0.0	0.0	0.0	0.0023449243	0.0009804788	0.0	0.0	0.0	0.0	0.0
AT1G03560	0.0132191675	0.013201026	0.0215867	0.019664975	0.016439766	0.01483655	0.021810383	0.010034997	0.0122842565	0.0063355425	0.011711015	0.007629457	0.0047921017
AT1G03590	0.22272156	0.28129908	0.3621033	0.14525606	0.09919829	0.36573976	0.43863252	0.35907823	0.0885935	0.16431357	0.112301916	0.2318696	0.14732188
AT1G03600	0.008038415	0.006744064	0.035405565	0.032592867	0.011564144	0.08269443	0.046262622	0.013996836	0.064888515	0.019361638	0.008569607	0.011293229	0.0
AT1G03610	0.08482772	0.14329319	0.25115097	0.08419758	0.22236615	0.08694713	0.47265095	0.15012686	0.07677522	0.08184866	0.32257333	0.04488507	0.19257544
AT1G03620	0.0	0.0	0.0016804348	0.000747304	0.0038957573	0.0	0.008506452	0.0022973036	0.00091254775	0.0008432884	0.0	0.0	0.0
AT1G03630	0.00017049686	0.0	0.0	0.0022528868	0.0	0.004265838	0.0	0.0	0.00740874	0.00065475836	0.0	0.0	0.0
AT1G03650	0.006064875	0.008947078	0.017914778	0.01326057	0.0	0.0031358788	0.01974776	0.008775608	0.022384366	0.01093208	0.0010685514	0.006184774	0.0
AT1G03660	0.0024215654	0.059514612	0.0	0.0	0.005556975	0.0028334109	0.002196767	0.074032895	0.0	0.0026190232	0.0	0.0	0.0
AT1G03680	0.04110028	0.004390344	0.06144958	0.083244175	0.05917859	0.059951123	0.06976848	0.032471124	0.17200698	0.0411937	0.013390267	0.0340054	0.095639266
AT1G03687	0.029968793	0.049756147	0.033290677	0.028004106	0.013902388	0.027422192	0.06999515	0.049994495	0.03888187	0.027872492	0.021197617	0.057804238	0.035299346
AT1G03700	0.0711587	0.0	0.0	0.0	0.0	0.002891918	0.0014079243	0.0052823722	0.0012306686	0.0018025348	0.0	0.0	0.0
AT1G03730	0.33650783	0.20001003	0.336735	0.2718267	0.15302372	0.1278642	0.30150393	0.20626386	0.17383207	0.23385729	0.25177497	0.09655533	0.25870585
AT1G03740	0.1305637	0.11074125	0.5903286	0.04786241	0.057681233	0.1652876	0.28330007	0.23895323	0.04597293	0.06814345	0.06309873	0.043918815	0.107253164
AT1G03750	0.020034723	0.012805847	0.03372856	0.0098690055	0.020374633	0.013622601	0.034986746	0.0142920995	0.022790976	0.0066690748	0.008181668	0.008556727	0.008200719
AT1G03760	0.028267892	0.028776022	0.079823576	0.026804103	0.028303463	0.018267782	0.08198276	0.031105788	0.03789571	0.02478536	0.0012483454	0.01779856	0.025438339
AT1G03770	0.019948421	0.016092874	0.030692572	0.0752961	0.015299914	0.008086753	0.03267781	0.013828019	0.101127446	0.03394439	0.008040143	0.0011951893	0.027725307
AT1G03780	0.0077473707	0.0020151024	0.0	0.0	0.0	0.0007179196	0.024182567	0.014331613	0.0059795897	0.00020376965	0.0010145266	0.0	0.0
AT1G03790	0.051410247	0.00022098754	0.0	0.0014804275	0.006201272	0.0008060383	0.0	0.00023720822	0.0007410317	0.0	0.0	0.0	0.0
AT1G03800	0.008437942	0.00071744906	0.0	0.00055076735	0.0	0.00014828077	0.0	0.0	0.0028971331	0.0	0.01243202	0.0018617982	0.0
AT1G03820	0.013842721	0.00026732186	0.0	0.0037293253	0.0	0.0018842666	0.00082388404	0.0042741597	0.017074896	0.02232504	0.14765568	0.24393189	0.004923045
AT1G03830	0.0065718787	0.003906634	0.03234619	0.022387171	0.0113822995	0.0062201936	0.022983797	0.011399692	0.013341273	0.024549622	0.0	0.039387353	0.039386533
AT1G03840	0.011827946	0.0023886673	0.0008377968	0.13756508	0.005533629	0.022501782	0.0013692464	0.0018467566	0.12116046	0.00037760806	0.008374591	0.0	0.0
AT1G03850	0.2244721	0.3563361	0.12328141	0.058622472	0.050064027	0.3610694	0.11740347	0.33487234	0.0879458	0.054860473	0.27401552	0.043538425	0.029668944
AT1G03860	0.20419538	0.4840857	0.1944098	0.25792766	0.36771005	0.17281151	0.35436365	0.25392398	0.55285853	0.26831573	0.12805904	0.6215378	0.086952746
AT1G03870	1.3489447	0.82569957	0.27373666	0.81025285	0.79000074	2.4852188	0.17253739	1.8167768	0.72482514	0.60565925	0.48387972	0.9281474	0.36753228
AT1G03900	0.7835428	1.5091374	1.0657468	0.7210383	0.82427436	1.1892203	1.0470345	0.9852722	0.741545	0.98899126	1.5203272	1.4828005	1.2350897
AT1G03905	0.14172989	0.08616914	0.056075297	0.08085875	0.035478026	0.10829195	0.08805711	0.09531973	0.14924166	0.07861572	0.032893453	0.09036458	0.030566053
AT1G03910	0.18275675	0.16538677	0.34206447	0.13171043	0.2517616	0.19249687	0.38336432	0.22843581	0.17491104	0.19514027	0.11788115	0.17887868	0.13983186
AT1G03920	0.35135782	0.0039573037	0.0011605844	0.007863465	0.012586042	0.004345951	0.0043018567	0.012075577	0.014658347	0.008184362	0.29250914	0.022643287	0.0
AT1G03930	0.09172224	0.052187305	0.047894813	0.065875836	0.059834633	0.08470413	0.03558707	0.044171207	0.029245475	0.032009907	0.092763275	0.049616113	0.1819235
AT1G04217	0.00053790957	0.00013431851	0.0033059458	0.0	0.0020936653	0.00025316738	0.004442286	0.0004049553	0.0018750784	0.0010092324	0.0059286067	0.0	0.0
AT1G04223	0.0036247147	0.0006415483	0.003271778	0.008519255	0.0172305	0.0027053107	0.002905797	0.00037714935	0.008365604	0.011350378	0.0	0.0047314167	0.018372819
AT1G03940	0.0025617245	0.00017515845	0.0012828808	0.002823538	0.0053041903	0.0028718272	0.0076270807	0.003913274	0.004251585	0.008242753	0.0019582594	0.006529209	0.0
AT1G03950	0.07468623	0.17340606	0.046119798	0.06458889	0.098453924	0.08104496	0.019035842	0.061101	0.07635067	0.07646224	0.009703813	0.02052231	0.051048577
AT1G03960	0.005136688	0.008044537	0.021545814	0.005688011	0.0020804994	0.0020090363	0.009932731	0.0064083766	0.0063413684	0.0035593228	0.0110018	0.0047314167	0.0
AT1G03970	0.14858162	0.16116865	0.3200636	0.18307273	0.16187601	0.1334414	0.29267365	0.13497512	0.14926417	0.13838892	0.06916088	0.092594534	0.16694325
AT1G03980	0.0024962954	0.0018481931	0.0	0.0016339027	0.0	0.0023859548	0.0077412357	0.0026578763	0.0013791625	0.00219229	0.0	0.0	0.0
AT1G03990	0.0039839735	0.003696141	0.004798961	0.00093835464	0.0073907296	0.0031890827	0.0037143328	0.0020588199	0.0018932455	0.002562065	0.024061734	0.0	0.0
AT1G04000	0.23451759	0.120231256	0.2058454	0.19551736	0.1652808	0.14859514	0.2657014	0.14603855	0.14770742	0.18053335	0.23083505	0.11420894	0.1799265
AT1G04010	0.01645892	0.054601025	0.05863641	0.009095091	0.024536965	0.05177591	0.07823204	0.04305973	0.021989716	0.029285295	0.0153971445	0.02281748	0.037783325
AT1G04020	0.04312226	0.0075484915	0.01885266	0.018403575	0.0074114464	0.019857036	0.039608773	0.014310969	0.0030916748	0.018161964	0.00050266885	0.007673756	0.0
AT1G04030	0.047439557	0.07603371	0.019963818	0.015748557	0.016389068	0.026244462	0.0166489	0.118867375	0.020941947	0.026402174	0.008025566	0.0	0.02083112
AT1G04040	0.59232754	1.0694224	0.13457169	0.1932305	0.18145399	0.6225727	0.115858905	1.1331043	0.16556117	0.23205808	0.20481223	0.1401984	0.2819331
AT1G04050	0.0111869415	0.0053430074	0.006026238	0.00300499	0.012061238	0.010836722	0.0149051845	0.0051541813	0.010862909	0.01142007	0.0010685514	0.0	0.015804823
AT1G04070	0.092899494	0.10230629	0.12987812	0.0610259	0.076797836	0.054888204	0.15309627	0.0707742	0.11663284	0.089808285	0.050161283	0.09158136	0.077349804
AT1G04080	0.13544983	0.10273891	0.26023775	0.09339128	0.13345304	0.10026927	0.29592136	0.14957145	0.1469616	0.12423887	0.032077845	0.12528957	0.072148845
AT1G04090	0.0059355716	0.006603331	0.0044243447	0.0025084438	0.004712001	0.002710047	0.0031141876	0.0016763242	0.006241099	0.001923716	0.011665276	0.004168456	0.0
AT1G04100	0.09714581	0.08881731	0.12790105	0.04017762	0.035335366	0.043865167	0.07687542	0.049183182	0.05001453	0.078195386	0.45432243	0.058830682	0.32573798
AT1G04120	0.23315729	0.25893906	0.14382853	0.20215242	0.1283577	0.09826649	0.11476812	0.16304004	0.16177961	0.07222782	0.057555176	0.061890244	0.06657856
AT1G04130	0.035708435	0.0108411405	0.032571618	0.03343573	0.010629702	0.018601555	0.046604667	0.02471284	0.048601378	0.034564152	0.0023704364	0.01736517	0.0
AT1G04140	0.16793667	0.24721986	0.13120589	0.09007948	0.09325821	0.21209209	0.13865057	0.21936524	0.12863831	0.1028037	0.15835099	0.12095278	0.13199776
AT1G04160	0.013855726	0.19452527	0.100983515	0.011154749	0.024123434	0.03113651	0.09458864	0.068888016	0.008890471	0.022509217	0.02259937	0.01601776	0.051345564
AT1G04170	0.17780538	0.28974465	0.17209616	0.1613552	0.2670832	0.1293335	0.2651589	0.2005671	0.35312214	0.17918131	0.17222151	0.3424704	0.19986783
AT1G04180	0.020061014	0.05710402	0.26952296	0.07988563	0.40925217	0.015687723	0.42652628	0.15924291	0.06335421	0.10103785	0.013291732	0.04696603	0.06581121
AT1G04190	0.14107145	0.06749265	0.05545957	0.20841159	0.1577713	0.06807408	0.19267358	0.106299624	0.32093775	0.22194631	0.09532047	0.3820621	0.14533687
AT1G04200	0.06335086	0.15993597	0.1255033	0.03958763	0.07375328	0.07333342	0.16833775	0.11408537	0.04835232	0.051796336	0.13346812	0.02439643	0.05618144
AT1G04210	0.05308794	0.051701892	0.10768106	0.024532579	0.06170026	0.07517698	0.09305937	0.06137601	0.03338	0.03199614	0.039286602	0.028218728	0.03812526
AT1G04220	0.03536619	0.0	0.0	0.0	0.0	0.0	0.0	0.0011387195	0.0	0.0	0.0	0.0	0.019800834
AT1G04230	0.08614201	0.03428354	0.06458851	0.10222942	0.05655896	0.04241755	0.08773704	0.03946245	0.078758806	0.046590935	0.11043262	0.07783818	0.074118055
AT1G04240	0.002205118	0.0001680796	0.0	0.00021150698	0.0017766061	0.0016291651	0.0014713579	0.00056435325	0.006355517	0.02462131	0.0028358789	0.0	0.029593121
AT1G04250	1.1341488	1.2595091	1.539274	0.86147106	0.71467876	1.797053	0.986235	1.7068965	0.93562406	2.1143465	0.47926393	1.3609166	1.1848842
AT1G04260	0.11295585	0.109882236	0.122035764	0.07461864	0.07662298	0.11018941	0.17032102	0.119479336	0.104186885	0.1180447	0.10956091	0.19827652	0.0844074
AT1G04270	0.51053774	0.83880657	0.57035667	0.48074	0.5984981	0.40443358	1.2428203	0.71749204	1.3631911	0.5945445	0.39152294	1.3988757	0.37349695
AT1G04280	0.033517186	0.6147682	0.0767827	0.038680036	0.028579568	0.1430517	0.0316278	0.039780065	0.04303855	0.04585192	0.03560501	0.002874758	0.10609218
AT1G04290	0.1145732	0.21225633	0.15151627	0.1646069	0.10525983	0.16136894	0.19235495	0.1421068	0.20225942	0.202826	0.18808186	0.2606475	0.14026777
AT1G04295	0.000501297	0.0009970431	0.0	0.0	0.0	0.0007215195	0.00034989722	0.00016929649	0.0012023854	0.00041287634	0.0	0.002618825	0.0
AT1G04300	0.111904405	0.14942452	0.22553934	0.06791723	0.09460673	0.13937123	0.13942926	0.15064599	0.076123744	0.08184832	0.060030166	0.06969903	0.10688767
